Time (Sec);S1;S3;S4;S5;S6;S13;S16;S19;S23;S26;S27;S28;S33;S34;S35;S36;S44;S45;S46;S47;S48;S55;
0.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;100.0;
0.10333333333333335;100.0;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;
0.20333333333333337;100.0;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;
0.30333333333333334;100.0;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;
0.4033333333333333;100.0;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;
0.5033333333333333;100.0;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;
0.6033333333333333;100.0;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;
0.7033333333333333;100.0;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;
0.8033333333333332;100.0;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;
0.9033333333333332;100.0;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;
1.0033333333333332;100.0;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;99.83109120000006;
1.103333333333333;100.0;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;
1.2033333333333331;100.0;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;
1.3033333333333332;100.0;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;
1.4033333333333333;100.0;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;
1.5033333333333334;100.0;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;
1.6033333333333335;100.0;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;
1.7033333333333336;100.0;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;
1.8033333333333337;100.0;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;
1.9033333333333338;100.0;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;
2.003333333333334;100.0;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;99.83099120000006;
2.103333333333334;100.0;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;
2.203333333333334;100.0;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;
2.303333333333334;100.0;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;
2.403333333333334;100.0;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;
2.5033333333333343;100.0;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;
2.6033333333333344;100.0;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;
2.7033333333333345;100.0;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;
2.8033333333333346;100.0;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;
2.9033333333333347;100.0;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;
3.0033333333333347;100.0;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;99.83089120000005;
